"Harapan_Lama_Sekolah,Pengeluaran_Perkapita,Rerata_Lama_Sekolah,Usia_Harapan_Hidup,IPM"
"11.74,10354,8.82,69.77,Normal"
"12.23,8743,7.73,64.19,Normal"
"11.48,8856,7.57,67.51,Normal"
"14.12,13814,11.04,71.52,High"
"12.26,12168,9.65,70.72,High"
"14.17,11647,10.25,71.43,High"
"12.75,10663,10.04,69.97,High"
"13.13,9488,8.52,67.78,Normal"
"13.04,7545,8.14,65.12,Normal"
"13.22,9712,08.06,70.32,Normal"
"12.89,11159,8.98,68.45,High"
"13.68,8936,09.04,70.51,High"
"12.47,8106,7.85,66.37,Normal"
"12.71,8017,7.96,64.71,Normal"
"13.07,8079,8.74,67.59,Normal"
"12.45,9808,7.18,63.57,Normal"
"11.82,7608,8.16,64.61,Normal"
"12.85,8236,8.43,69.15,Normal"
"12.88,7810,8.44,64.21,Normal"
"12.22,8985,8.58,68.77,Normal"
"16.2,15074,11.33,70.31,Very-High"
"13.34,10814,08.02,70.08,High"
"12.46,8666,7.4,68.03,Normal"
"12.79,10331,7.34,67.27,Normal"
"12.01,11153,6.47,70.11,Normal"
"11.95,8957,6.21,65.89,Normal"
"12.22,10134,6.91,66.64,Normal"
"13.29,9179,7.75,70.11,Normal"
"12.85,9098,7.29,66.83,Normal"
"12.99,10558,7.43,68.74,Normal"
"12.41,11197,7.49,66.12,Normal"
"13.56,10622,7.86,68.6,High"
"12.67,8686,6.97,66.5,Normal"
"12.57,9291,7.63,69.02,Normal"
"13.11,12057,6.79,66.79,Normal"
"12.91,11834,7.79,69.15,High"
"13.2,11508,7.84,68.98,High"
"13.68,10683,8.68,70.55,High"
"13.3,9705,7.97,69.84,Normal"
"13.5,7087,7.94,72.8,Normal"
"12.39,11429,7.53,67.9,Normal"
"12.81,12346,8.45,70.03,High"
"13.35,7783,7.76,73.09,Normal"
"15.55,16597,11.09,71.7,Very-High"
"14.47,13303,10.29,70.88,High"
"15.06,12662,10.51,70.49,High"
"13.53,9262,8.69,70.72,High"
"13.53,7209,7.5,67.6,Normal"
"13.77,8098,8.19,69.97,Normal"
"12.98,10004,8.94,69.76,High"
"12.39,12384,8.57,70.38,High"
"12.23,8914,7.73,70.24,Normal"
"11.82,8190,7.54,68.17,Normal"
"13.15,9136,7.72,69.85,Normal"
"12.09,10133,7.67,69.94,Normal"
"12.74,7393,8.54,70.56,Normal"
"12.33,9050,8.81,68.95,Normal"
"11.89,7606,7.18,71.99,Normal"
"11.59,6601,9.17,68.06,Normal"
"12.13,7405,6.76,69.97,Normal"
"12.35,7160,7.28,67.33,Normal"
"12.56,7192,07.07,67.33,Normal"
"16.2,14168,11.69,73.26,Very-High"
"14.8,10374,10.13,70.72,High"
"13.03,9839,7.46,67.45,Normal"
"12.42,8654,6.53,68.25,Normal"
"12.91,9071,6.83,66.98,Normal"
"12.35,10076,6.85,63.25,Normal"
"13.44,9827,08.04,67.95,Normal"
"12.43,8780,6.72,65.36,Normal"
"14.31,11908,10.34,72.02,High"
"12.59,9051,7.5,64.58,Normal"
"13.58,9904,8.25,61.05,Normal"
"13.02,8355,7.24,61.97,Normal"
"11.58,7597,7.22,70.62,Normal"
"13.14,9308,7.53,66.94,Normal"
"11.59,10915,7.68,65.62,Normal"
"11.71,8243,7.23,67.79,Normal"
"13.92,8721,9.58,65.59,Normal"
"12.27,6275,9.39,63.19,Normal"
"12.62,7481,9.49,64.77,Normal"
"14.14,10106,9.3,66.19,High"
"12.79,10203,8.32,66.16,Normal"
"12.09,7518,8.7,62.52,Normal"
"13.41,8543,8.85,61.2,Normal"
"12.57,9268,08.02,58.84,Normal"
"11.89,6721,8,61.87,Normal"
"12.48,7506,7.42,65.92,Normal"
"16.01,13993,11.66,70.12,Very-High"
"13.89,7323,10.18,64.89,Normal"
"13.62,7980,8.72,67.8,Normal"
"13.07,7418,7.88,65.78,Normal"
"12.93,7885,8.65,63.16,Normal"
"12.66,7044,8.57,62.83,Normal"
"12.76,7156,7.62,65.42,Normal"
"13.58,7519,8.37,69.15,Normal"
"12.73,7969,7.97,68.19,Normal"
"12.41,6294,6.96,66.58,Normal"
"12.14,6455,7.44,61.58,Low"
"15.72,13166,11.26,70.5,High"
"13.91,8232,9.63,68.87,Normal"
"12.53,7816,7.27,65.55,Normal"
"13.85,7357,8.51,68.12,Normal"
"11.76,8071,08.09,64.25,Normal"
"11.05,7927,6.75,59.53,Low"
"11.94,9622,7.77,60.15,Normal"
"13.63,11789,08.04,68.22,High"
"12.56,6062,7.15,65.83,Normal"
"13.21,7240,7.83,65.71,Normal"
"11.8,7760,7.63,64.42,Normal"
"11.32,4859,4.94,59.56,Low"
"12.67,5168,6.53,64.93,Low"
"12.32,5225,6.48,67.16,Low"
"11.33,4979,4.97,66.89,Low"
"14.21,13484,10.93,70,High"
"10.83,7159,6.52,65.36,Normal"
"13.24,10430,8.49,66.71,Normal"
"11.58,7637,5.17,58.99,Low"
"14.17,10160,9.6,66.66,High"
"11.14,9143,9.53,67.72,Normal"
"12.24,7739,09.07,68.85,Normal"
"13.94,9969,10,68,High"
"10.47,6535,4.2,65.94,Low"
"6.59,5459,3.51,64.65,Low"
"11.77,11700,9.76,72.06,High"
"10.99,8211,8.32,59.16,Normal"
"10.53,6268,6.29,64.56,Low"
"8.47,5882,4.74,56.88,Low"
"7.59,4737,04.01,65.52,Low"
"5.79,5578,2.49,64.08,Low"
"08.04,4946,3.62,65.3,Low"
"11.55,6814,8.52,66,Normal"
"12.14,8918,7.83,66.35,Normal"
"12.77,6978,8.87,65.99,Normal"
"12.72,5769,8.39,65.53,Normal"
"11.3,4755,5.46,57.18,Low"
"2.95,4131,0.85,54.82,Low"
"08.01,4517,3.18,65.79,Low"
"8.33,4609,2.78,63.14,Low"
"8.46,4799,2.44,65.1,Low"
"4.93,5506,1.95,65.33,Low"
"10.13,5522,4.91,65.32,Low"
"7.11,5440,2.51,65.26,Low"
"9.79,4761,2.99,64.83,Low"
"14.99,14922,11.3,70.15,High"
"12.91,11059,8.17,71.2,High"
